Model,Cores,Threads,Base Clock (GHz),Boost Clock (GHz),TDP (W),Socket,Platform,Integrated Graphics,L3 Cache (MB),Manufacturer
Intel® Pentium® D Processor 840,2.0,0.0,3.2,0.0,0.0,PLGA775,Desktop,None,2.0,Intel
Intel® Pentium® D Processor 915,2.0,0.0,2.8,0.0,0.0,PLGA775,Desktop,None,4.0,Intel
Intel® Pentium® D Processor 920,2.0,0.0,2.8,0.0,0.0,PLGA775,Desktop,None,4.0,Intel
Intel® Pentium® D Processor 920,2.0,0.0,2.8,0.0,0.0,PLGA775,Desktop,None,4.0,Intel
Intel® Pentium® D Processor 925,2.0,0.0,3.0,0.0,0.0,PLGA775,Desktop,None,4.0,Intel
Intel® Pentium® D Processor 930,2.0,0.0,3.0,0.0,0.0,PLGA775,Desktop,None,4.0,Intel
Intel® Pentium® D Processor 935,2.0,0.0,3.2,0.0,0.0,PLGA775,Desktop,None,4.0,Intel
Intel® Pentium® D Processor 940,2.0,0.0,3.2,0.0,0.0,PLGA775,Desktop,None,4.0,Intel
Intel® Pentium® D Processor 945,2.0,0.0,3.4,0.0,0.0,PLGA775,Desktop,None,4.0,Intel
Intel® Pentium® D Processor 950,2.0,0.0,3.4,0.0,0.0,PLGA775,Desktop,None,4.0,Intel
Intel® Pentium® D Processor 960,2.0,0.0,3.6,0.0,0.0,PLGA775,Desktop,None,4.0,Intel
Intel® Pentium® Gold 5405U Processor,2.0,4.0,2.3,0.0,0.0,FCBGA1528,Laptop,Intel® UHD Graphics for 8th Generation Intel® Processors,2.0,Intel
Intel® Pentium® Gold 6405U Processor,2.0,4.0,2.4,0.0,0.0,FCBGA1528,Laptop,Intel® UHD Graphics for 10th Gen Intel® Processors,2.0,Intel
Intel® Pentium® Gold 6500Y Processor,2.0,4.0,1.1,3.4,0.0,N/A,Laptop,Intel® UHD Graphics 615,4.0,Intel
Intel® Pentium® Gold 7505 Processor,2.0,4.0,0.0,3.5,0.0,FCBGA1449,Laptop,Intel® UHD Graphics for 11th Gen Intel® Processors,4.0,Intel
Intel® Pentium® Gold G5400 Processor,2.0,4.0,3.7,0.0,0.0,FCLGA1151,Desktop,Intel® UHD Graphics 610,4.0,Intel
Intel® Pentium® Gold G5400T Processor,2.0,4.0,3.1,0.0,0.0,FCLGA1151,Desktop,Intel® UHD Graphics 610,4.0,Intel
Intel® Pentium® Gold G5420 Processor,2.0,4.0,3.8,0.0,0.0,FCLGA1151,Desktop,Intel® UHD Graphics 610,4.0,Intel
Intel® Pentium® Gold G5420T Processor,2.0,4.0,3.2,0.0,0.0,FCLGA1151,Desktop,Intel® UHD Graphics 610,4.0,Intel
Intel® Pentium® Gold G5500 Processor,2.0,4.0,3.8,0.0,0.0,FCLGA1151,Desktop,Intel® UHD Graphics 630,4.0,Intel
Intel® Pentium® Gold G5500T Processor,2.0,4.0,3.2,0.0,0.0,FCLGA1151,Desktop,Intel® UHD Graphics 630,4.0,Intel
Intel® Pentium® Gold G5600 Processor,2.0,4.0,3.9,0.0,0.0,FCLGA1151,Desktop,Intel® UHD Graphics 630,4.0,Intel
Intel® Pentium® Gold G5600T Processor,2.0,4.0,3.3,0.0,0.0,FCLGA1151,Desktop,Intel® UHD Graphics 630,4.0,Intel
Intel® Pentium® Gold G5620 Processor,2.0,4.0,4.0,0.0,0.0,FCLGA1151,Desktop,Intel® UHD Graphics 630,4.0,Intel
Intel® Pentium® Gold G6400 Processor,2.0,4.0,4.0,0.0,0.0,FCLGA1200,Desktop,Intel® UHD Graphics 610,4.0,Intel
Intel® Pentium® Gold G6400E Processor,2.0,4.0,3.8,0.0,0.0,FCLGA1200,Other,Intel® UHD Graphics 610,4.0,Intel
Intel® Pentium® Gold G6400T Processor,2.0,4.0,3.4,0.0,0.0,FCLGA1200,Desktop,Intel® UHD Graphics 610,4.0,Intel
Intel® Pentium® Gold G6400TE Processor,2.0,4.0,3.2,0.0,0.0,FCLGA1200,Other,Intel® UHD Graphics 610,4.0,Intel
Intel® Pentium® Gold G6405 Processor,2.0,4.0,4.1,0.0,0.0,FCLGA1200,Desktop,Intel® UHD Graphics 610,4.0,Intel
Intel® Pentium® Gold G6405T Processor,2.0,4.0,3.5,0.0,0.0,FCLGA1200,Desktop,Intel® UHD Graphics 610,4.0,Intel
Intel® Pentium® Gold G6500 Processor,2.0,4.0,4.1,0.0,0.0,FCLGA1200,Desktop,Intel® UHD Graphics 630,4.0,Intel
Intel® Pentium® Gold G6500T Processor,2.0,4.0,3.5,0.0,0.0,FCLGA1200,Desktop,Intel® UHD Graphics 630,4.0,Intel
Intel® Pentium® Gold G6505 Processor,2.0,4.0,4.2,0.0,0.0,FCLGA1200,Desktop,Intel® UHD Graphics 630,4.0,Intel
Intel® Pentium® Gold G6505T Processor,2.0,4.0,3.6,0.0,0.0,FCLGA1200,Desktop,Intel® UHD Graphics 630,4.0,Intel
Intel® Pentium® Gold G6600 Processor,2.0,4.0,4.2,0.0,0.0,FCLGA1200,Desktop,Intel® UHD Graphics 630,4.0,Intel
Intel® Pentium® Gold G6605 Processor,2.0,4.0,4.3,0.0,0.0,FCLGA1200,Desktop,Intel® UHD Graphics 630,4.0,Intel
Intel® Pentium® Gold G7400 Processor,2.0,4.0,0.0,0.0,46.0,FCLGA1700,Desktop,Intel® UHD Graphics 710,6.0,Intel
Intel® Pentium® Gold G7400E Processor,2.0,4.0,0.0,0.0,46.0,FCLGA1700,Other,Intel® UHD Graphics 710,6.0,Intel
Intel® Pentium® Gold G7400T Processor,2.0,4.0,0.0,0.0,35.0,FCLGA1700,Desktop,Intel® UHD Graphics 710,6.0,Intel
Intel® Pentium® Gold G7400TE Processor,2.0,4.0,0.0,0.0,35.0,FCLGA1700,Other,Intel® UHD Graphics 710,6.0,Intel
Intel® Pentium® Gold Processor 4410Y,2.0,4.0,1.5,0.0,0.0,FCBGA1515,Laptop,Intel® HD Graphics 615,2.0,Intel
Intel® Pentium® Gold Processor 4415U,2.0,4.0,2.3,0.0,0.0,FCBGA1356,Laptop,Intel® HD Graphics 610,2.0,Intel
Intel® Pentium® Gold Processor 4415Y,2.0,4.0,1.6,0.0,0.0,FCBGA1515,Laptop,Intel® HD Graphics 615,2.0,Intel
Intel® Pentium® Gold Processor 4417U,2.0,4.0,2.3,0.0,0.0,FCBGA1356,Laptop,Intel® HD Graphics 610,2.0,Intel
Intel® Pentium® Gold Processor 4425Y,2.0,4.0,1.7,0.0,0.0,FCBGA1515,Laptop,Intel® UHD Graphics 615,2.0,Intel
Intel® Pentium® Processor 1405,2.0,2.0,1.2,1.8,0.0,FCLGA1356,Server,None,5.0,Intel
Intel® Pentium® Processor 1405 v2,2.0,0.0,1.4,0.0,0.0,FCLGA1356,Other,None,6.0,Intel
Intel® Pentium® Processor 2020M,2.0,2.0,2.4,0.0,0.0,FCPGA988,Laptop,Intel® HD Graphics for 3rd Generation Intel® Processors,2.0,Intel
Intel® Pentium® Processor 2030M,2.0,2.0,2.5,0.0,0.0,FCPGA988,Laptop,Intel® HD Graphics for 3rd Generation Intel® Processors,2.0,Intel
Intel® Pentium® Processor 2117U,2.0,2.0,1.8,0.0,0.0,FCBGA1023,Laptop,Intel® HD Graphics for 3rd Generation Intel® Processors,2.0,Intel
Intel® Pentium® Processor 2127U,2.0,2.0,1.9,0.0,0.0,FCBGA1023,Laptop,Intel® HD Graphics for 3rd Generation Intel® Processors,2.0,Intel
Intel® Pentium® Processor 2129Y,2.0,2.0,1.1,0.0,0.0,FCBGA1023,Laptop,Intel® HD Graphics for 3rd Generation Intel® Processors,2.0,Intel
Intel® Pentium® Processor 3550M,2.0,2.0,2.3,0.0,0.0,FCPGA946,Laptop,Intel® HD Graphics for 4th Generation Intel® Processors,2.0,Intel
Intel® Pentium® Processor 3556U,2.0,2.0,1.7,0.0,0.0,N/A,Laptop,Intel® HD Graphics for 4th Generation Intel® Processors,2.0,Intel
Intel® Pentium® Processor 3558U,2.0,2.0,1.7,0.0,0.0,FCBGA1168,Laptop,Intel® HD Graphics for 4th Generation Intel® Processors,2.0,Intel
Intel® Pentium® Processor 3560M,2.0,2.0,2.4,0.0,0.0,FCPGA946,Laptop,Intel® HD Graphics for 4th Generation Intel® Processors,2.0,Intel
Intel® Pentium® Processor 3560Y,2.0,2.0,1.2,0.0,0.0,N/A,Laptop,Intel® HD Graphics for 4th Generation Intel® Processors,2.0,Intel
Intel® Pentium® Processor 3561Y,2.0,2.0,1.2,0.0,0.0,FCBGA1168,Laptop,Intel® HD Graphics for 4th Generation Intel® Processors,2.0,Intel
Intel® Pentium® Processor 3805U,2.0,2.0,1.9,0.0,0.0,FCBGA1168,Laptop,Intel® HD Graphics for 5th Generation Intel® Processors,2.0,Intel
Intel® Pentium® Processor 3825U,2.0,4.0,1.9,0.0,0.0,FCBGA1168,Laptop,Intel® HD Graphics for 5th Generation Intel® Processors,2.0,Intel
Intel® Pentium® Processor 4405U,2.0,4.0,2.1,0.0,0.0,FCBGA1356,Laptop,Intel® HD Graphics 510,2.0,Intel
Intel® Pentium® Processor 4405Y,2.0,4.0,1.5,0.0,0.0,FCBGA1515,Laptop,Intel® HD Graphics 515,2.0,Intel
Intel® Pentium® Processor 6805,2.0,4.0,1.1,3.0,0.0,FCBGA1526,Laptop,Intel® UHD Graphics for 10th Gen Intel® Processors,4.0,Intel
Intel® Pentium® Processor 957,2.0,2.0,1.2,0.0,0.0,FCBGA1023,Laptop,None,2.0,Intel
Intel® Pentium® Processor 967,2.0,2.0,1.3,0.0,0.0,N/A,Laptop,Intel® HD Graphics for 2nd Generation Intel® Processors,2.0,Intel
Intel® Pentium® Processor 977,2.0,2.0,1.4,0.0,0.0,FCBGA1023,Laptop,Intel® HD Graphics for 2nd Generation Intel® Processors,2.0,Intel
Intel® Pentium® Processor 987,2.0,2.0,1.5,0.0,0.0,FCBGA1023,Laptop,Intel® HD Graphics for 2nd Generation Intel® Processors,2.0,Intel
Intel® Pentium® Processor 997,2.0,2.0,1.6,0.0,0.0,FCBGA1023,Laptop,Intel® HD Graphics for 2nd Generation Intel® Processors,2.0,Intel
Intel® Pentium® Processor A1018,2.0,2.0,2.1,0.0,0.0,FCPGA988,Laptop,Intel® HD Graphics for 3rd Generation Intel® Processors,1.0,Intel
Intel® Pentium® Processor B915C,2.0,4.0,1.5,0.0,0.0,FCBGA1284,Other,None,3.0,Intel
Intel® Pentium® Processor B925C,2.0,4.0,2.0,0.0,0.0,N/A,Other,None,4.0,Intel
Intel® Pentium® Processor B940,2.0,2.0,2.0,0.0,0.0,PGA988,Laptop,Intel® HD Graphics for 2nd Generation Intel® Processors,2.0,Intel
Intel® Pentium® Processor B950,2.0,2.0,2.1,0.0,0.0,PGA988,Laptop,Intel® HD Graphics for 2nd Generation Intel® Processors,2.0,Intel
Intel® Pentium® Processor B960,2.0,2.0,2.2,0.0,0.0,PGA988. FCPGA988,Laptop,Intel® HD Graphics for 2nd Generation Intel® Processors,2.0,Intel
Intel® Pentium® Processor B970,2.0,2.0,2.3,0.0,0.0,FCPGA988,Laptop,Intel® HD Graphics for 2nd Generation Intel® Processors,2.0,Intel
Intel® Pentium® Processor B980,2.0,2.0,2.4,0.0,0.0,FCPGA988,Laptop,Intel® HD Graphics for 2nd Generation Intel® Processors,2.0,Intel
Intel® Pentium® Processor D1507,2.0,2.0,1.2,0.0,0.0,FCBGA1667,Server,None,3.0,Intel
Intel® Pentium® Processor D1508,2.0,4.0,2.2,2.6,0.0,FCBGA1667,Server,None,3.0,Intel
Intel® Pentium® Processor D1509,2.0,2.0,1.5,0.0,0.0,FCBGA1667,Server,None,3.0,Intel
Intel® Pentium® Processor E2140,2.0,0.0,1.6,0.0,0.0,LGA775. PLGA775,Desktop,None,1.0,Intel
Intel® Pentium® Processor E2160,2.0,0.0,1.8,0.0,0.0,LGA775,Desktop,None,1.0,Intel
Intel® Pentium® Processor E2180,2.0,0.0,2.0,0.0,0.0,LGA775,Desktop,None,1.0,Intel
Intel® Pentium® Processor E2200,2.0,0.0,2.2,0.0,0.0,LGA775,Desktop,None,1.0,Intel
Intel® Pentium® Processor E5200,2.0,0.0,2.5,0.0,0.0,LGA775,Desktop,None,2.0,Intel
Intel® Pentium® Processor E5300,2.0,0.0,2.6,0.0,0.0,LGA775,Desktop,None,2.0,Intel
Intel® Pentium® Processor E5400,2.0,0.0,2.7,0.0,0.0,LGA775,Desktop,None,2.0,Intel
Intel® Pentium® Processor E5500,2.0,0.0,2.8,0.0,0.0,LGA775,Desktop,None,2.0,Intel
Intel® Pentium® Processor E5700,2.0,0.0,3.0,0.0,0.0,LGA775,Desktop,None,2.0,Intel
Intel® Pentium® Processor E5800,2.0,0.0,3.2,0.0,0.0,LGA775,Desktop,None,2.0,Intel
Intel® Pentium® Processor E6300,2.0,0.0,2.8,0.0,0.0,LGA775,Desktop,None,2.0,Intel
Intel® Pentium® Processor E6500,2.0,0.0,2.93,0.0,0.0,LGA775,Desktop,None,2.0,Intel
Intel® Pentium® Processor E6500K,2.0,0.0,2.93,0.0,0.0,LGA775,Desktop,None,2.0,Intel
Intel® Pentium® Processor E6600,2.0,0.0,3.06,0.0,0.0,LGA775,Desktop,None,2.0,Intel
Intel® Pentium® Processor E6700,2.0,0.0,3.2,0.0,0.0,LGA775,Desktop,None,2.0,Intel
Intel® Pentium® Processor E6800,2.0,0.0,3.33,0.0,0.0,LGA775,Desktop,None,2.0,Intel
Intel® Pentium® Processor Extreme Edition 840,2.0,0.0,3.2,0.0,0.0,PLGA775,Desktop,None,2.0,Intel
Intel® Pentium® Processor Extreme Edition 955,2.0,0.0,3.46,0.0,0.0,PLGA775,Desktop,None,4.0,Intel
Intel® Pentium® Processor Extreme Edition 965,2.0,0.0,3.73,0.0,0.0,PLGA775,Desktop,None,4.0,Intel
Intel® Pentium® Processor G2010,2.0,2.0,2.8,0.0,0.0,FCLGA1155,Desktop,Intel® HD Graphics for 3rd Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor G2020,2.0,2.0,2.9,0.0,0.0,FCLGA1155,Desktop,Intel® HD Graphics for 3rd Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor G2020T,2.0,2.0,2.5,0.0,0.0,FCLGA1155,Desktop,Intel® HD Graphics for 3rd Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor G2030,2.0,2.0,3.0,0.0,0.0,FCLGA1155,Desktop,Intel® HD Graphics for 3rd Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor G2030T,2.0,2.0,2.6,0.0,0.0,FCLGA1155,Desktop,Intel® HD Graphics for 3rd Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor G2100T,2.0,2.0,2.6,0.0,0.0,FCLGA1155,Desktop,Intel® HD Graphics for 3rd Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor G2120,2.0,2.0,3.1,0.0,0.0,FCLGA1155,Desktop,Intel® HD Graphics for 3rd Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor G2120T,2.0,2.0,2.7,0.0,0.0,FCLGA1155,Desktop,Intel® HD Graphics for 3rd Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor G2130,2.0,2.0,3.2,0.0,0.0,FCLGA1155,Desktop,Intel® HD Graphics for 3rd Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor G2140,2.0,2.0,3.3,0.0,0.0,FCLGA1155,Desktop,Intel® HD Graphics for 3rd Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor G3220,2.0,2.0,3.0,0.0,0.0,FCLGA1150,Desktop,Intel® HD Graphics for 4th Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor G3220T,2.0,2.0,2.6,0.0,0.0,FCLGA1150,Desktop,Intel® HD Graphics for 4th Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor G3240,2.0,2.0,3.1,0.0,0.0,FCLGA1150,Desktop,Intel® HD Graphics for 4th Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor G3240T,2.0,2.0,2.7,0.0,0.0,FCLGA1150,Desktop,Intel® HD Graphics for 4th Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor G3250,2.0,2.0,3.2,0.0,0.0,FCLGA1150,Desktop,Intel® HD Graphics for 4th Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor G3250T,2.0,2.0,2.8,0.0,0.0,FCLGA1150,Desktop,Intel® HD Graphics for 4th Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor G3258,2.0,2.0,3.2,0.0,0.0,FCLGA1150,Desktop,Intel® HD Graphics for 4th Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor G3260,2.0,2.0,3.3,0.0,0.0,FCLGA1150,Desktop,Intel® HD Graphics for 4th Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor G3260T,2.0,2.0,2.9,0.0,0.0,FCLGA1150,Desktop,Intel® HD Graphics for 4th Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor G3320TE,2.0,2.0,2.3,0.0,0.0,FCLGA1150,Other,Intel® HD Graphics for 4th Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor G3420,2.0,2.0,3.2,0.0,0.0,FCLGA1150,Desktop,Intel® HD Graphics for 4th Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor G3420T,2.0,2.0,2.7,0.0,0.0,FCLGA1150,Desktop,Intel® HD Graphics for 4th Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor G3430,2.0,2.0,3.3,0.0,0.0,FCLGA1150,Desktop,Intel® HD Graphics for 4th Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor G3440,2.0,2.0,3.3,0.0,0.0,FCLGA1150,Desktop,Intel® HD Graphics for 4th Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor G3440T,2.0,2.0,2.8,0.0,0.0,FCLGA1150,Desktop,Intel® HD Graphics for 4th Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor G3450,2.0,2.0,3.4,0.0,0.0,FCLGA1150,Desktop,Intel® HD Graphics for 4th Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor G3450T,2.0,2.0,2.9,0.0,0.0,FCLGA1150,Desktop,Intel® HD Graphics for 4th Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor G3460,2.0,2.0,3.5,0.0,0.0,FCLGA1150,Desktop,Intel® HD Graphics for 4th Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor G3460T,2.0,2.0,3.0,0.0,0.0,FCLGA1150,Desktop,Intel® HD Graphics for 4th Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor G3470,2.0,2.0,3.6,0.0,0.0,FCLGA1150,Desktop,Intel® HD Graphics for 4th Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor G4400,2.0,2.0,3.3,0.0,0.0,FCLGA1151,Desktop,Intel® HD Graphics 510,3.0,Intel
Intel® Pentium® Processor G4400T,2.0,2.0,2.9,0.0,0.0,FCLGA1151,Desktop,Intel® HD Graphics 510,3.0,Intel
Intel® Pentium® Processor G4400TE,2.0,2.0,2.4,0.0,0.0,FCLGA1151,Other,Intel® HD Graphics 510,3.0,Intel
Intel® Pentium® Processor G4500,2.0,2.0,3.5,0.0,0.0,FCLGA1151,Desktop,Intel® HD Graphics 530,3.0,Intel
Intel® Pentium® Processor G4500T,2.0,2.0,3.0,0.0,0.0,FCLGA1151,Desktop,Intel® HD Graphics 530,3.0,Intel
Intel® Pentium® Processor G4520,2.0,2.0,3.6,0.0,0.0,FCLGA1151,Desktop,Intel® HD Graphics 530,3.0,Intel
Intel® Pentium® Processor G4560,2.0,4.0,3.5,0.0,0.0,FCLGA1151,Desktop,Intel® HD Graphics 610,3.0,Intel
Intel® Pentium® Processor G4560T,2.0,4.0,2.9,0.0,0.0,FCLGA1151,Desktop,Intel® HD Graphics 610,3.0,Intel
Intel® Pentium® Processor G4600,2.0,4.0,3.6,0.0,0.0,FCLGA1151,Desktop,Intel® HD Graphics 630,3.0,Intel
Intel® Pentium® Processor G4600T,2.0,4.0,3.0,0.0,0.0,FCLGA1151,Desktop,Intel® HD Graphics 630,3.0,Intel
Intel® Pentium® Processor G4620,2.0,4.0,3.7,0.0,0.0,FCLGA1151,Desktop,Intel® HD Graphics 630,3.0,Intel
Intel® Pentium® Processor G620,2.0,2.0,2.6,0.0,0.0,FCLGA1155,Desktop,Intel® HD Graphics for 2nd Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor G620T,2.0,2.0,2.2,0.0,0.0,FCLGA1155,Desktop,Intel® HD Graphics for 2nd Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor G622,2.0,2.0,2.6,0.0,0.0,N/A,Desktop,Intel® HD Graphics for 2nd Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor G630,2.0,2.0,2.7,0.0,0.0,FCLGA1155,Desktop,Intel® HD Graphics for 2nd Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor G630T,2.0,2.0,2.3,0.0,0.0,FCLGA1155,Desktop,Intel® HD Graphics for 2nd Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor G632,2.0,2.0,2.7,0.0,0.0,FCLGA1155,Desktop,Intel® HD Graphics for 2nd Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor G640,2.0,2.0,2.8,0.0,0.0,FCLGA1155,Desktop,Intel® HD Graphics for 2nd Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor G640T,2.0,2.0,2.4,0.0,0.0,FCLGA1155,Desktop,Intel® HD Graphics for 2nd Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor G645,2.0,2.0,2.9,0.0,0.0,FCLGA1155,Desktop,Intel® HD Graphics for 2nd Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor G645T,2.0,2.0,2.5,0.0,0.0,FCLGA1155,Desktop,Intel® HD Graphics for 2nd Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor G6950,2.0,2.0,2.8,0.0,0.0,FCLGA1156,Desktop,None,3.0,Intel
Intel® Pentium® Processor G6951,2.0,2.0,2.8,0.0,0.0,FCLGA1156,Desktop,None,3.0,Intel
Intel® Pentium® Processor G6960,2.0,2.0,2.93,0.0,0.0,FCLGA1156,Desktop,None,3.0,Intel
Intel® Pentium® Processor G840,2.0,2.0,2.8,0.0,0.0,FCLGA1155,Desktop,Intel® HD Graphics for 2nd Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor G850,2.0,2.0,2.9,0.0,0.0,FCLGA1155,Desktop,Intel® HD Graphics for 2nd Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor G860,2.0,2.0,3.0,0.0,0.0,FCLGA1155,Desktop,Intel® HD Graphics for 2nd Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor G860T,2.0,2.0,2.6,0.0,0.0,FCLGA1155,Desktop,Intel® HD Graphics for 2nd Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor G870,2.0,2.0,3.1,0.0,0.0,FCLGA1155,Desktop,Intel® HD Graphics for 2nd Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor P6000,2.0,2.0,1.86,0.0,0.0,PGA988,Laptop,Intel® HD Graphics for Previous Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor P6100,2.0,2.0,2.0,0.0,0.0,PGA988,Laptop,Intel® HD Graphics for Previous Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor P6200,2.0,2.0,2.13,0.0,0.0,PGA988,Laptop,Intel® HD Graphics for Previous Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor P6300,2.0,2.0,2.27,0.0,0.0,PGA988,Laptop,Intel® HD Graphics for Previous Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor T2060,2.0,0.0,1.6,0.0,0.0,PPGA478,Laptop,None,1.0,Intel
Intel® Pentium® Processor T2080,2.0,0.0,1.73,0.0,0.0,PPGA478,Laptop,None,1.0,Intel
Intel® Pentium® Processor T2130,2.0,0.0,1.86,0.0,0.0,PPGA478,Laptop,None,1.0,Intel
Intel® Pentium® Processor T2310,2.0,0.0,1.46,0.0,0.0,PPGA478,Laptop,None,1.0,Intel
Intel® Pentium® Processor T2330,2.0,0.0,1.6,0.0,0.0,PPGA478,Laptop,None,1.0,Intel
Intel® Pentium® Processor T2370,2.0,0.0,1.73,0.0,0.0,PPGA478,Laptop,None,1.0,Intel
Intel® Pentium® Processor T3400,2.0,0.0,2.16,0.0,0.0,PPGA478,Laptop,None,1.0,Intel
Intel® Pentium® Processor T4200,2.0,0.0,2.0,0.0,0.0,PGA478,Laptop,None,1.0,Intel
Intel® Pentium® Processor T4400,2.0,0.0,2.2,0.0,0.0,PGA478,Laptop,None,1.0,Intel
Intel® Pentium® Processor T4500,2.0,0.0,2.3,0.0,0.0,N/A,Laptop,None,1.0,Intel
Intel® Pentium® Processor U5400,2.0,2.0,1.2,0.0,0.0,BGA1288,Laptop,Intel® HD Graphics for Previous Generation Intel® Processors,3.0,Intel
Intel® Pentium® Processor U5600,2.0,2.0,1.33,0.0,0.0,N/A,Laptop,Intel® HD Graphics for Previous Generation Intel® Processors,3.0,Intel
Intel® Processor N50,2.0,0.0,0.0,3.4,0.0,FCBGA1264,Other,Intel® UHD Graphics,6.0,Intel
Intel® Xeon® D-1602 Processor,2.0,4.0,2.5,3.2,0.0,FCBGA1667,Server,None,3.0,Intel
Intel® Xeon® D-1702 Processor,2.0,4.0,1.6,1.7,0.0,FCBGA2227,Server,None,5.0,Intel
Intel® Xeon® Processor 3065,2.0,0.0,2.33,0.0,0.0,PLGA775,Server,None,4.0,Intel
Intel® Xeon® Processor 5130,2.0,0.0,2.0,0.0,0.0,N/A,Server,None,4.0,Intel
Intel® Xeon® Processor 5140,2.0,0.0,2.33,0.0,0.0,LGA771,Server,None,4.0,Intel
Intel® Xeon® Processor E3-1220L,2.0,4.0,2.2,3.4,0.0,FCLGA1155,Server,None,3.0,Intel
Intel® Xeon® Processor E3-1220L v2,2.0,4.0,2.3,3.5,0.0,FCLGA1155,Server,None,3.0,Intel
Intel® Xeon® Processor E3-1220L v3,2.0,4.0,1.1,1.5,0.0,FCLGA1150,Server,None,4.0,Intel
Intel® Xeon® Processor E3110,2.0,0.0,3.0,0.0,0.0,LGA775,Server,None,6.0,Intel
Intel® Xeon® Processor E3120,2.0,0.0,3.16,0.0,0.0,LGA775,Server,None,6.0,Intel
Intel® Xeon® Processor E5-2637,2.0,4.0,3.0,3.5,0.0,FCLGA2011,Server,None,5.0,Intel
Intel® Xeon® Processor E5205,2.0,0.0,1.86,0.0,0.0,LGA771,Server,None,6.0,Intel
Intel® Xeon® Processor E5220,2.0,0.0,2.33,0.0,0.0,LGA771,Server,None,6.0,Intel
Intel® Xeon® Processor E5240,2.0,0.0,3.0,0.0,0.0,LGA771,Other,None,6.0,Intel
Intel® Xeon® Processor E5502,2.0,2.0,1.86,0.0,0.0,FCLGA1366,Server,None,4.0,Intel
Intel® Xeon® Processor E5503,2.0,2.0,2.0,0.0,0.0,FCLGA1366,Server,None,4.0,Intel
Intel® Xeon® Processor E7210,2.0,0.0,2.4,0.0,0.0,PPGA604,Server,None,8.0,Intel
Intel® Xeon® Processor E7220,2.0,0.0,2.93,0.0,0.0,PPGA604,Server,None,8.0,Intel
Intel® Xeon® Processor EC5539,2.0,2.0,2.27,0.0,0.0,FCLGA1366,Other,None,4.0,Intel
Intel® Xeon® Processor L3110,2.0,0.0,3.0,0.0,0.0,LGA775,Server,None,6.0,Intel
Intel® Xeon® Processor L3406,2.0,4.0,2.26,2.53,0.0,FCLGA1156,Server,None,4.0,Intel
Intel® Xeon® Processor L5215,2.0,0.0,1.86,0.0,0.0,N/A,Server,None,6.0,Intel
Intel® Xeon® Processor L5238,2.0,0.0,2.66,0.0,0.0,LGA771,Other,None,6.0,Intel
